text,top_keywords,keyword_scores,predicted_label
Produtio chegou bem antes do previsto a garrafa chegou sem nenhum problema aparente agora farei o teste de uso para saber se a garrafa é boa,"de, ##tio, do","0.1256, 0.116, 0.1073",positive
Gostaria de saber o que houve pois até agora negação chegou meu produto,"pois, ##taria, meu","0.1312, 0.1204, 0.1171",negative
produto semelhante ao original entrega rápida,"ao, entrega, rápida","0.8802, 0.5756, 0.5243",positive
No encarte do anuncio estava tamanho numero numero x numero numero quando comprei apareceu numero numero x numero numero como a minha janela e de numero numero negação vou trocar mas o meu pedido era de numero numero,"mas, numer, vou","0.2137, 0.1699, 0.1412",negative
,,,positive
Prazo de entrega excelente Foi mais rápido do que eu esperava Estão de parabéns pelo ótimo atendimento,"pelo, ##zo, atendimento","0.0837, 0.0826, 0.0815",positive
Chegou no prazo e como eu esperava super recomendo,"no, ##o, e","0.0967, 0.0757, 0.0732",positive
Veio faltando um cartucho só me enviaram numero,"##o, ##o, ##ndo","0.6148, 0.5021, 0.4993",negative
excelente prazo de entrega,"prazo, de, entrega","0.5131, 0.3105, 0.1603",positive
Tenho em prazer em comprar na lannister nunca falharam em nada comigo,"##ram, em, falha","0.6765, 0.5563, 0.3423",positive
otima mercadoria,"##a, ##ia, mercador","0.5769, 0.3142, 0.1561",positive
Muito bom esse produto gostei muito mesmo,"##te, bom, esse","0.2679, 0.1933, 0.1795",positive
Compra sem problemas sendo que comprei o celular bem antes até o momento negação chegou e tanto a capa quanto a película estão sem utilida de,"chegou, e, ##ida","0.7111, 0.6966, 0.5312",positive
Recomendo produto de ótima qualidade,"qualidade, ##ndo, ##ome","0.1856, 0.1542, 0.1379",positive
Ainda negação recebi meu produto já faz numero dias de comprei e até agora negação chegou,"receb, ##i, negação","0.0913, 0.0848, 0.0833",negative
A PREVISÃO DE ENTREGA ERA PARA numero numero E CHEGOU ONTEM numero numero ENTREGA MUITO RAPIDA OBRIGADA,"##AD, ##DA, ##IG","0.6629, 0.5118, 0.4423",positive
Loja entregou o produto antes do prazo recomendo,"do, entregou, recomend","0.2983, 0.2137, 0.1918",positive
GOSTEI EU RECOMENDO,"##TE, ##EN, ##OS","0.2742, 0.2181, 0.2066",positive
Comprei numero kits e recebi só numero,"numer, numer, ##rei","0.158, 0.1579, 0.1578",negative
O relógio veio com defeito como faço pra trocar,"##ito, veio, com","0.6473, 0.3887, 0.3731",negative
Ótima qualidade De acordo com a foto,"qualidade, De, ##tima","0.3683, 0.28, 0.2765",positive
Recebi uma escova de outra marca negação consigo resolver o problema Péssimos atendimentos das lojas lannister e parceira,"##s, ##va, ##bi","0.1073, 0.0937, 0.0919",negative
Pois essa compra chegou no tempo certo Mas existe uma bem mais velha que ainda negação chegou Por isso ainda negação posso avaliar muito bem,"existe, Mas, no","0.2594, 0.2278, 0.1845",negative
Produto chegou tudo ok produto excelente,"tudo, o, produto","0.1464, 0.1363, 0.1246",positive
Entrega antes do Prazo,"do, ##ga, antes","0.3663, 0.3206, 0.2326",positive
custo beneficio simples de usar e rápido,"##o, benefici, de","0.4564, 0.4245, 0.3021",positive
Gostei só que demorou muito p chegar,"muito, ##te, que","0.3983, 0.2952, 0.2123",positive
É sempre bom comprar na lannister,"comprar, bom, na","0.2142, 0.1737, 0.1622",positive
Muito bom rápido e eficiente,"e, bom, rápido","0.301, 0.2743, 0.2679",positive
Excelente recebido dentro do prazo Produto normal sem avarias Conforme pedido chegou,"##ente, recebido, pedido","0.2492, 0.1457, 0.1401",positive
Excelente produto Bom para qq fotógrafo,"##ente, para, produto","0.2711, 0.1974, 0.1672",positive
Comprei um bebedouro dia numero numero e me deram um prazo de até o dia numero numero para me entregar hj já são numero numero e negação me entregaram negação comprem nada vendido e entregue pela targaryen mando emails e negação respondem,"##rei, um, ##o","0.0591, 0.0475, 0.047",negative
Que tapete mais liiiindoo Perfeito Leve e lindo demais Felpudo,"##do, ##do, Fel","0.2402, 0.1789, 0.1665",positive
Ótima loja entrega é excelente,"##tima, loja, é","0.2273, 0.2269, 0.187",positive
Tudo certo Entregue antes do previsto Recomendo,"certo, Entre, ##ndo","0.1875, 0.1864, 0.1521",positive
A empresa precisa fazer um estudo dos correios para onde vão a mercadoria ainda negação recebi o produto pois o mesmo está preso desdo dia numero numero em um correio de reputação ruim,"##io, ##ios, ruim","0.3081, 0.1879, 0.1742",negative
excelentes em todos os aspectos com certeza farei outras compras,"em, far, os","0.1792, 0.0729, 0.0682",positive
Amoo comprar pela lannister até hoje já realizei muitas comprar e sempre tive sucesso recomendo sem dúvida Esse produto chegou em perfeita condição dentro do prazo e de ótima qualidade,"##o, pela, ##o","0.1153, 0.0762, 0.0616",positive
Adorei a eficaz,"##rei, a, eficaz","0.2879, 0.2234, 0.1033",positive
Produto chegou no prazo em perfeito estado Recomendo,"estado, ##to, ##ndo","0.1025, 0.0883, 0.0804",positive
Ate agora negação recebi,"receb, ##i, agora","0.4438, 0.3785, 0.3563",negative
Meu jogo de tapetes veio super rápido e de ótima qualidade,"##tes, jogo, e","0.0814, 0.0812, 0.0737",positive
Tudo dentro da normalidade,"##idade, da, dentro","0.3662, 0.3547, 0.3492",positive
Produto perfeito,"##to, perfeito, Produ","0.1831, 0.1369, 0.0262",positive
Produto recebido dentro do prazo características conforme anunciado,"dentro, do, anunciado","0.3313, 0.2758, 0.2601",positive
O tempo previsto para a entrega do produto dava para colocá lo num lombo de burro e chegaria no prazo Mesmo assim negação cumpriram o prometido Ridículo sem desculpas Péssimo serviço Melhorem,"Pé, ##em, ##s","0.2391, 0.1781, 0.137",negative
Entrega rápida e produto de ótima qualidade,"qualidade, e, ##ga","0.1411, 0.141, 0.1148",positive
Otima compra e a entrega super rapida,"##ida, compra, rap","0.4588, 0.393, 0.3904",positive
Produto excelente e entrega rápida Tudo de bom,"e, de, ##to","0.147, 0.112, 0.1018",positive
Minha filha adorou a mochila então está super aprovado,"##rou, aprovado, a","0.166, 0.1364, 0.1133",positive
O produto negação entregue Mandei mensagem sobre providências e ninguém me responde Solicitei cancelamento e até agora sem resposta,"entregue, Mand, negação","0.1042, 0.0925, 0.0886",negative
fui bem atendido mas o valor cobrado foi divergente do valor apresentado no site desconto de numero pela forma de pagamento mas tudo ja foi resolvido,"##ente, ##i, ##di","0.2541, 0.2196, 0.2102",positive
Produto recebido corretamente porém fora do prazo,"porém, corretamente, fora","0.5634, 0.4974, 0.4393",negative
bolsa lindas,"lin, ##das, bolsa","0.5416, 0.3355, 0.0645",positive
Eu amei o produto Chegou antes do prazo,"##i, ame, do","0.2765, 0.1637, 0.1605",positive
Chegou antes do prazo bem embalado e como esperava,"antes, ##ado, do","0.1358, 0.098, 0.0926",positive
O produto chegou de forma correta embora o Correios da minha cidade negação tenha um bom serviço a compra feita no site foi sem problema algum O produto chegou em bom estado e é melhor que esperado,"embora, o, que","0.2774, 0.1882, 0.1793",positive
Estou me sentindo muito realizada e satisfeita com essa compra Esse relógio por mais que pareça ser másculo tem que ter muita personalidade para usá lo e é de um charme incrível Sensacional,"##eita, e, com","0.2929, 0.2412, 0.1447",positive
Produto bom A cor é bem chamativa,"##tiva, A, chama","0.6776, 0.3941, 0.2452",positive
Produto entregue em perfeitas condições acho que o pacote deveria vir com o logo da empresa mas de resto esta bom,"esta, que, ##s","0.6458, 0.332, 0.3156",positive
Adorei a credibilidade da loja Me deram até dia data para entrega é o mesmo chegou data Comprarei outras vezes e super indico Obrigada,"##rei, a, ##ibilidade","0.207, 0.1353, 0.0864",positive
entrega antes do previsto,"antes, do, previsto","0.2594, 0.2352, 0.1201",positive
Me entregaram um tapete errado Estou aguardando providencias,"Est, ##te, ##encia","0.4856, 0.4778, 0.2327",negative
comprei duas cadeiras porem foi entregue apenas uma,"apenas, ##i, uma","0.1605, 0.1089, 0.1061",negative
Entrega no prazo e produto dentro do esperado,"do, ##ga, e","0.3423, 0.3309, 0.2226",positive
Muito boa a loja entregou muito antes do prazo,"a, boa, do","0.2675, 0.2543, 0.1573",positive
A loja negação responde nem consta em rastreio a o produto está com o transportador,"nem, responde, ##io","0.2701, 0.2098, 0.2057",negative
facil de comprar sem burocracias muito bom,"de, bom, muito","0.1745, 0.1623, 0.1124",positive
Gostei do produto bonito boa qualidade como está no site negação teve nenhuma intercorrencia com o vendedor tudo certinho,"##te, ##i, ##ncia","0.2366, 0.1808, 0.1204",positive
otimo produto e veio bem rápido,"##o, e, produto","0.5737, 0.1966, 0.1882",positive
Faltou o cordão ao ligar para a empresa disseram me que resolveriam mas estou no aguardo Mas é um bom item farei trilha com ele,"##tou, o, ao","0.3441, 0.3435, 0.3412",negative
produto veio faltando acessórios e ate agora negação recebi,"e, ##ndo, veio","0.1595, 0.1568, 0.1463",negative
na foto do produto tinha um motor com cabo completo porem o que veio negação era mesma marca e veio sem o plug de encaixe mas funcionou e veio o modelo certo geladeira gelando muito,"gel, ##adeira, ##ando","1.2941, 0.8241, 0.7918",negative
Produto naõ atemdeu minha espectativa material muito fragil e fino,"##ta, minha, ##il","0.6337, 0.3674, 0.3632",negative
E muito rápida parabéns,"para, rápida, ##éns","0.356, 0.1925, 0.1767",positive
Produto mal feito torto com as soldas mal feitas,"##to, tor, ##to","0.1341, 0.1319, 0.1181",negative
produto entregue no prazo,"no, entregue, prazo","0.4672, 0.4212, 0.2525",positive
Produto bonito entrega rápida,"entrega, rápida, ##to","0.5548, 0.3734, 0.3281",positive
o produto chegou no praazo obrigado,"no, ##o, obrigado","0.329, 0.3054, 0.2649",positive
Ótimo produto é rápida entrega,"produto, ##timo, entrega","0.2999, 0.275, 0.2719",positive
Veio amassado o podruto,"##to, ##o, ##ru","0.5027, 0.4927, 0.31",negative
De modo geral é satisfatório por ser gravação em laser Mas justamente por ser a laser deixa a desejar quanto a centralização do pingente com a marca bem como da qualidade da gravação,"##tório, ##r, é","0.636, 0.4396, 0.3644",positive
entrega dentro do prazo muito bem embalada e protegida,"do, dentro, ##ada","0.2753, 0.2187, 0.1845",positive
Produto bom bonito barato recomendo e atenciosos c os email,"##to, bara, ##o","0.2736, 0.2326, 0.2259",positive
produto entregue dentro do prazo,"do, dentro, entregue","0.368, 0.3221, 0.2783",positive
Loja excelente,"excelente, Loja","0.3075, 0.0682",positive
O produto ainda negação chegou mas é sabido que o motivo do atraso é a greve dos Caminhoneiros e Petroleiros,"é, ##ido, mas","0.4519, 0.2132, 0.2126",negative
Produto muito bom e entrega rápida,"e, bom, rápida","0.936, 0.7398, 0.4459",positive
otima qualidade,"##a, qualidade, otim","0.6712, 0.204, 0.0401",positive
Dessa vez a culpa foi dos correios ele se atrasaram deve ser a tal greve deles,"deles, foi, ##aram","0.2427, 0.1933, 0.1892",negative
 Comprei um produto que está com defeito e negação consigo trocar da erro no site,"no, ##ito, ##rei","0.2406, 0.2368, 0.2177",negative
Chegou E bem antes do prazo,"do, E, antes","0.2617, 0.2582, 0.182",positive
Recebi os itens hoje em uma caixa toda rasgada a carretilha toda riscada e a vara negação é a que eu comprei paguei por uma vara Ottoni Júlia de numero numero e veio uma vara maruri pintado menor,"##cada, ##gada, é","0.0619, 0.0614, 0.0608",negative
Chegou antes do prazo,"antes, prazo, do","0.7643, 0.4887, 0.377",positive
Iria comprar mais de voces mais vi que quanto mais produtos o frete dobra ou triplica,"##ia, ou, que","0.4511, 0.3905, 0.3742",positive
curti,"##ti, cur","0.4799, 0.0348",positive
Obrigado pela atenção,"##do, ##riga, atenção","0.2869, 0.2361, 0.1374",positive
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Comprei um produto no site como ELÉTRICO paguei um valor mais alto por achar que o produto ERA ELÉTRICO O produto chegou A PILHA e negação ELÉTRICO Me senti enganada,"##ada, engan, E","0.4845, 0.2252, 0.2167",negative
Setup é chines negação funciona corretamente,"##es, funciona, ##p","0.7262, 0.3289, 0.3211",negative
Produto entregue antes do prazo estipulado Recomendo a compra,"do, ##ndo, antes","0.1462, 0.1316, 0.1299",positive
MUITO BOM VOU COMPRAR MAIS,"V, ##OM, ##O","0.5155, 0.3097, 0.2704",positive
meu produto negação veio com nota fiscal e a devolução está impossível Isso é um descaso com o consumidor,"veio, produto, ##ução","0.0831, 0.0824, 0.0701",negative
Ainda negação recebi o produto e considerando a paralisação de caminhoneiros já era pra ter sido entregue,"receb, a, ##i","0.1836, 0.173, 0.1642",negative
e a segunda vez que eu compro nessa loja estou muito sastifeto otima loja,"##a, sa, ##to","0.4229, 0.1734, 0.1539",positive
Entrega no prazo mercadoria bem embalada e informações via e mail sobre processo de compra e entrega,"##ada, embal, ##ia","0.2457, 0.1512, 0.1342",positive
Ótima loja,"loja, ##tima, Ó","0.4244, 0.3605, 0.0251",positive
Em relação à entrega e à loja tudo certo Só achei o dispenser muito frágil e pouco prático uma vez que é preciso bombear muitas vezes para que saia a quantidade adequada de pasta de dente,"e, ##er, ac","0.264, 0.2292, 0.1968",positive
Sem nenhuma ocorrência tudo dentro do programado,"tudo, ocorrência, dentro","0.6368, 0.4217, 0.3634",positive
Recebi o produto ótima qualidade e entrega no prazo Recomendo o fornecedor Antonio Jair,"qualidade, ##bi, e","0.0981, 0.0936, 0.0821",positive
Excelente chegou antes do combinado parabéns,"para, do, combinado","0.513, 0.1737, 0.172",positive
entrega antes do prazo,"do, antes, prazo","0.615, 0.5075, 0.2282",positive
achei de boa qualidade,"##hei, qualidade, de","0.4018, 0.3767, 0.2875",positive
Boa porém muito transparente,"muito, ##nte, transpare","1.4475, 1.4028, 1.1385",positive
Parabéns pela pontualidade,"pela, ##alidade, ##éns","0.2288, 0.1887, 0.1557",positive
bao,"##o, ba","0.8352, 0.0944",positive
Demora muito entregar Já passou o prazo e ainda negação recebi minha encomenda,"##ora, Já, muito","0.1303, 0.1145, 0.0977",negative
bom foi entregue no tempo certo,"foi, no, entregue","0.3133, 0.2554, 0.1904",positive
produto menor do quer mostra as fotos,"mostra, do, quer","1.0049, 0.6593, 0.4942",negative
Demorou muito pra chegar,"##orou, muito, pra","0.3555, 0.3407, 0.2934",negative
Gostei muito pois chegou ko prazo dado e veim tudo em perfeito estado,"k, dado, chegou","2.8976, 1.6384, 1.1049",positive
O produto negação é de boa qualidade os blocos negação se encaixam direito e qualquer movimento que faz eles já desfazem tudo o que foi montado Uma pena estava esperando por algo melhor,"estava, pena, por","0.4827, 0.2713, 0.1947",negative
entrega rápida produto bem embalado,"embal, bem, ##ado","0.4752, 0.3659, 0.3263",positive
comprei numero unidades recebi numero unidade ainda paguei numero fretes para vir junto,"##ue, ##i, junto","0.3303, 0.2314, 0.1808",negative
DEmora na entrega,"##a, ##mor, na","5.0562, 3.1019, 1.4634",positive
Amei o produto meu jogo de cama de cetim vermelha deixou meu quarto muito lindo um luxo estou encantada,"##i, o, estou","0.3441, 0.1682, 0.1202",positive
O jogo de panelas e lindo e muito bom So uma das frigideiras que soltou uns pontinhos de tinta Mas o resto perfeito,"uma, perfeito, Mas","0.5678, 0.4725, 0.2752",positive
Produto de ótima qualidade Muito satisfeito,"##eito, qualidade, Muito","0.1522, 0.1456, 0.1018",positive
Espero mais de numero meses para dizer negação que tinha o produto,"que, ##ro, para","0.149, 0.146, 0.1036",negative
Comprometimento e dedicação com o cliente por isso indico pra quem está com alguma dúvida referente a loja e sobre o produto atingiu perfeitamente as minhas perspectivas,"as, ##timento, perfeitamente","0.19, 0.1685, 0.1592",positive
BOM ATENDIMENTO,"AT, ##OM, ##EN","0.3348, 0.2044, 0.1802",positive
 negação há como avaliar o produto pois recém o recebi,"o, o, há","0.1971, 0.1837, 0.1595",negative
Lindo minha cozinha e sala ficaram lindos,"##o, ##dos, cozinha","0.2474, 0.1224, 0.1139",positive
